index,metric/the_pile_arxiv_val_loss,metric/the_pile_freelaw_val_loss,metric/the_pile_pubmed_central_val_loss,metric/the_pile_wikipedia_en_val_loss,metric/the_pile_dm_mathematics_val_loss,metric/the_pile_github_val_loss,metric/the_pile_stackexchange_val_loss,metric/the_pile_gutenberg_pg_19_val_loss,metric/the_pile_pile_cc_val_loss,metric/the_pile_ubuntu_irc_val_loss,metric/the_pile_hackernews_val_loss,metric/the_pile_pubmed_abstracts_val_loss,metric/the_pile_uspto_backgrounds_val_loss
11,7.649549961090088,3.8723204135894775,6.194097995758057,6.082755088806152,6.095431327819824,6.030669212341309,6.349047660827637,5.227353572845459,6.076876163482666,8.171777725219727,5.95081901550293,5.37153434753418,5.747413158416748
12,6.068508148193359,4.028927326202393,4.410226821899414,5.977132320404053,5.78095817565918,6.723077297210693,6.378947734832764,4.868281841278076,5.962575435638428,7.836051940917969,5.869334697723389,5.124939918518066,5.561253070831299
13,5.616719722747803,5.331273078918457,3.885855674743652,5.94351863861084,5.511852741241455,6.898706912994385,6.376709938049316,5.554836273193359,5.542590618133545,7.0256781578063965,5.158526420593262,4.978461265563965,5.384755611419678
14,5.436479568481445,5.218822956085205,4.133479595184326,5.507219314575195,2.3308768272399902,4.662861347198486,4.974141597747803,5.0477824211120605,5.597803115844727,5.373387336730957,4.832281112670898,4.571138381958008,4.946125507354736
15,4.835928916931152,5.9763712882995605,4.696907997131348,5.286471366882324,2.612511157989502,4.265994071960449,4.273486614227295,5.212732315063477,5.70292329788208,7.151707649230957,4.99690580368042,4.784799575805664,4.6978535652160645
16,4.263101577758789,4.731163024902344,4.446780204772949,6.137884616851807,1.8533507585525515,4.429530620574951,4.592880725860596,5.278256893157959,5.888399600982666,5.00335693359375,5.570482730865479,5.373453140258789,4.804718494415283
17,3.779206991195679,4.426825046539307,5.9820075035095215,6.0802001953125,2.6709392070770264,4.874502658843994,4.626718521118164,5.488972187042236,5.748971939086914,5.351980686187744,5.358956336975098,6.06849479675293,4.903680324554443
18,5.161006927490234,5.229340553283691,4.228277683258057,5.453532695770264,2.4409642219543457,4.761942863464356,4.659525871276856,5.3418684005737305,5.253754138946533,5.025073528289795,5.077229022979736,5.035791397094727,5.336487293243408
19,4.140886306762695,4.335186004638672,5.162656307220459,5.283300876617432,2.4845540523529053,5.453387260437012,4.819840431213379,5.22469425201416,5.247750759124756,5.317441940307617,4.833442211151123,5.59989070892334,5.306461811065674
20,5.3710455894470215,5.678719520568848,4.048504829406738,5.386486530303955,5.511875629425049,5.1697998046875,5.506645202636719,4.875679969787598,5.347065448760986,5.458584308624268,4.99979829788208,4.78153657913208,5.3079118728637695
21,3.7148549556732178,5.775569438934326,4.841148376464844,5.580223083496094,5.613797664642334,5.322590827941895,5.57145357131958,5.821041584014893,5.878022193908691,5.166763305664063,5.064894676208496,5.783607482910156,4.927324771881104
22,5.313518524169922,4.5764875411987305,5.541999340057373,6.369202136993408,2.23321795463562,4.412414073944092,5.349352836608887,4.759934902191162,6.061858177185059,7.594740867614746,5.767696857452393,5.863641262054443,4.635516166687012
23,5.221972465515137,5.052719593048096,4.056276798248291,6.020731449127197,5.561578273773193,4.91853141784668,5.417336463928223,6.032251834869385,5.977203845977783,4.856312274932861,5.783515453338623,4.762035846710205,4.409957885742188
24,7.729341983795166,3.967174530029297,6.752795219421387,6.444605350494385,5.99164342880249,5.654896259307861,6.138266563415527,5.350730895996094,6.081203937530518,7.689416885375977,5.8698577880859375,5.93467378616333,4.452613830566406
25,5.003495216369629,4.26286506652832,4.548320293426514,6.2719340324401855,5.054658889770508,4.913228511810303,4.174592971801758,5.677281379699707,5.843257427215576,5.450659275054932,5.52943229675293,5.509744644165039,5.620926380157471
26,3.882284879684448,5.688676834106445,4.025252342224121,5.573357582092285,5.430081844329834,6.123146057128906,5.667730808258057,6.119208812713623,5.942705631256104,5.740989685058594,5.928955554962158,4.998274326324463,5.132785320281982
27,5.64911413192749,4.26276159286499,4.184984683990479,5.313239574432373,2.4710938930511475,5.107607364654541,5.51455545425415,4.910590171813965,5.607277870178223,6.157212257385254,4.921019554138184,4.804058074951172,5.396997451782227
28,4.687304496765137,4.21182918548584,6.05892276763916,5.891059398651123,1.8401778936386108,4.645040035247803,4.333330154418945,5.055291175842285,5.706452369689941,7.238473415374756,5.458417892456055,6.303548336029053,5.252003192901611
29,5.658636569976807,6.026126384735107,5.763899326324463,6.317204475402832,5.946868896484375,8.14659309387207,7.142147064208984,4.7790937423706055,5.957272052764893,8.297920227050781,5.942418098449707,5.617604732513428,4.1322197914123535
30,6.861634254455566,5.755373954772949,5.65870475769043,5.272236347198486,5.643309116363525,4.5067949295043945,5.427286148071289,4.814216136932373,5.754676342010498,6.341269493103027,5.69641637802124,5.775506496429443,4.324811458587647
31,4.4081878662109375,5.024968147277832,4.978406429290772,5.005675315856934,3.812377452850342,5.920037746429443,5.920503616333008,4.698957443237305,5.51257848739624,7.735177040100098,5.13293981552124,4.934744834899902,5.402326583862305
32,8.051161766052246,3.874768495559693,6.909854412078857,6.266665935516357,6.403696537017822,7.658684730529785,7.126642227172852,5.534601211547852,5.833001613616943,7.933407306671143,5.835553646087647,5.917235374450684,5.224470138549805
33,6.746493816375732,5.766384124755859,6.5935959815979,5.976674556732178,5.557881832122803,4.100144386291504,5.102885246276856,4.755634784698486,5.5495219230651855,7.391046047210693,5.420259475708008,6.314382076263428,5.821866989135742
34,5.771609783172607,5.322272777557373,5.388720512390137,6.635139465332031,5.31644344329834,3.774742603302002,4.6902689933776855,5.525582313537598,6.194097995758057,5.430849552154541,5.701431751251221,6.310952663421631,6.177484512329102
35,5.152310848236084,6.016092777252197,5.6132493019104,5.003716468811035,1.8262804746627808,4.939427852630615,4.213974952697754,5.9329681396484375,5.653165340423584,5.710831165313721,5.641227722167969,6.202215671539307,5.734169960021973
36,3.753798723220825,6.316792964935303,4.444733619689941,6.496055603027344,2.555508136749268,5.468338489532471,4.637434482574463,5.210977077484131,6.027653694152832,5.130958557128906,5.644321918487549,5.471099853515625,5.643436908721924
37,5.026422023773193,5.072512626647949,4.223289489746094,4.998081684112549,2.0003106594085693,5.011911392211914,5.214371204376221,5.35777759552002,5.670432090759277,7.577400207519531,5.103034973144531,4.877068042755127,4.46651554107666
38,5.007805824279785,4.905384063720703,6.044830799102783,5.689024925231934,5.543165683746338,6.600042343139648,6.009766578674316,5.248143672943115,5.204901218414307,6.734470844268799,5.271415710449219,5.445953369140625,4.392505168914795
39,5.11309814453125,4.777293682098389,5.109024524688721,4.968809604644775,2.236644506454468,4.740827083587647,4.21690845489502,5.307089805603027,5.59416389465332,7.238756656646728,5.03219747543335,5.572150707244873,5.002451419830322
40,4.483772277832031,4.084653377532959,4.152863502502441,6.1054534912109375,5.35400390625,5.705118656158447,5.056640148162842,5.576696872711182,5.732850074768066,7.658815860748291,5.443605422973633,5.044731616973877,5.474844932556152
41,4.69763708114624,6.14774751663208,5.504880428314209,5.891500949859619,2.5461370944976807,3.768294095993042,4.877947807312012,5.280606746673584,5.879600524902344,5.807758808135986,5.5165696144104,5.912353515625,5.507272720336914
42,5.103385925292969,5.81681489944458,4.879493713378906,5.411044597625732,2.4963607788085938,4.072724342346191,5.021194934844971,5.245903015136719,5.814209938049316,7.312902450561523,4.897205829620361,5.433531761169434,4.587443828582764
43,3.9178929328918457,5.826865196228027,5.672890663146973,5.243008136749268,1.9641127586364744,4.958409309387207,4.631067276000977,4.851532936096191,5.635731220245361,7.241580486297607,5.190623760223389,5.716239929199219,5.144834041595459
44,4.936156749725342,4.4209465980529785,4.081094264984131,6.294333934783936,2.0349221229553223,4.572906017303467,4.647099018096924,5.561471462249756,5.9413371086120605,7.266517639160156,5.63517951965332,5.1906046867370605,5.514040470123291
45,3.638108968734741,5.1034135818481445,5.953833103179932,6.57130241394043,3.2984423637390137,5.690601825714111,5.021487236022949,5.967015266418457,6.166713714599609,7.760351181030273,5.840293884277344,5.948450565338135,5.693654537200928
46,4.831500053405762,4.930476188659668,4.141411304473877,5.045565605163574,3.4484519958496094,4.71076250076294,4.8421831130981445,5.125277996063232,5.396003723144531,5.420391082763672,4.930731296539307,5.00034761428833,5.420869827270508
47,8.440932273864746,6.074766635894775,6.765743732452393,4.974913120269775,2.968883991241455,7.715780258178711,6.937915325164795,5.945170879364014,5.751434326171875,5.861015319824219,5.153534412384033,5.707162380218506,4.353992938995361
48,4.1681437492370605,6.259349346160889,4.611889362335205,5.667662143707275,5.244356632232666,5.20815896987915,4.357894420623779,5.897227764129639,5.876132011413574,7.667821884155273,5.675467014312744,5.309412002563477,4.402518272399902
49,3.730212926864624,4.436660289764404,6.001482009887695,6.172852516174316,5.698367595672607,6.93580961227417,6.398937702178955,5.574679851531982,5.760085105895996,7.840114593505859,5.721960544586182,5.851420879364014,4.941415786743164
50,3.7966833114624015,5.021888732910156,4.600696086883545,5.298296451568604,2.667093515396118,6.491039276123047,6.010045051574707,5.5225510597229,5.685656547546387,6.783571720123291,4.8601508140563965,5.374444007873535,4.758020877838135
51,5.532787799835205,6.527656078338623,5.950851917266846,6.630948543548584,5.167536735534668,3.798149824142456,4.503209114074707,6.162086009979248,6.187751293182373,7.340127944946289,5.700646877288818,4.946561813354492,5.756894588470459
52,4.392882823944092,4.020063877105713,5.173309326171875,6.295225143432617,2.4080824851989746,5.564821720123291,5.0122971534729,5.199732780456543,5.959908962249756,7.7769455909729,5.533198356628418,4.907405376434326,4.65257453918457
53,7.007149696350098,3.991276979446411,5.402833938598633,6.188725471496582,3.207134962081909,5.462283134460449,5.98594331741333,5.365267276763916,6.085532188415527,7.815812587738037,5.907251834869385,5.463828086853027,4.415454387664795
54,4.346701622009277,5.3779706954956055,5.9593939781188965,5.633344650268555,3.2429494857788086,5.463810443878174,5.523324966430664,5.239508152008057,5.1780619621276855,7.30163049697876,5.134288787841797,5.7298102378845215,4.760405540466309
55,4.241799354553223,4.076106548309326,5.621786594390869,6.162235736846924,5.391995906829834,5.376951694488525,4.80318546295166,5.207559585571289,5.744707584381104,7.082707405090332,5.2026472091674805,4.755011558532715,5.45875358581543
56,4.411746025085449,5.112115859985352,4.897669792175293,5.797713279724121,2.632209300994873,5.026473045349121,4.733946800231934,4.797581195831299,5.312499046325684,5.271421432495117,4.892145156860352,5.140616416931152,4.490816116333008
57,6.986747741699219,5.346676349639893,6.521917343139648,5.615074157714844,5.778436183929443,6.708127975463867,6.087891101837158,4.775575160980225,5.14619779586792,7.10297155380249,5.194708824157715,5.865085124969482,5.405097007751465
58,4.8471198081970215,5.378610610961914,5.90403413772583,5.149438858032227,5.416506290435791,4.455813407897949,5.100099563598633,5.167911052703857,5.20856237411499,7.295760154724121,5.22182035446167,5.887460231781006,5.430573463439941
59,3.9652984142303462,6.612681865692139,3.9468679428100586,6.555839538574219,5.376868724822998,5.957604885101318,5.43524169921875,6.635313034057617,6.283211708068848,7.90532922744751,6.110487937927246,4.728593826293945,5.506335735321045
60,3.908792018890381,6.167742729187012,4.469869136810303,6.070940971374512,5.220755577087402,4.680066108703613,4.287607192993164,5.089911460876465,5.978978157043457,7.068933010101318,5.550899982452393,5.132067680358887,5.589742183685303
61,4.552950382232666,4.252624988555908,5.622159957885742,5.93869686126709,3.5106608867645264,4.733158111572266,4.370215892791748,5.459442615509033,5.723842620849609,7.355634689331055,4.793247699737549,4.70800256729126,5.441554546356201
62,4.182930946350098,5.533852577209473,4.20123291015625,5.881320476531982,3.036623239517212,4.398690700531006,4.46083402633667,6.00164794921875,5.90737771987915,5.824794769287109,5.685764789581299,5.2286224365234375,4.514894962310791
63,4.488585948944092,4.885903358459473,5.504492282867432,6.050186634063721,5.163731098175049,5.030057430267334,4.398993968963623,5.353765964508057,5.584300518035889,6.357541561126709,5.351061820983887,4.4324951171875,4.8310980796813965
64,3.7678377628326416,5.612824440002441,4.211578369140625,6.416480541229248,3.821753978729248,5.0211992263793945,5.538304328918457,6.066100120544434,6.019536018371582,5.850015640258789,5.862129211425781,5.237085342407227,5.148263454437256
65,4.367419719696045,4.768552303314209,5.992532730102539,5.539706707000732,5.5456085205078125,6.113979339599609,5.528487205505371,4.915516376495361,5.18274450302124,7.270689487457275,4.866237163543701,5.7557573318481445,5.115623474121094
66,5.594398498535156,5.503512859344482,4.692560195922852,5.6902289390563965,5.406549453735352,5.350276947021484,4.91867733001709,5.266021728515625,5.253047466278076,7.127767086029053,5.073119640350342,4.9237961769104,4.447439670562744
67,5.390546798706055,4.57432746887207,5.041927814483643,4.916013240814209,2.080146312713623,4.720692157745361,5.42894172668457,5.018121719360352,5.65629768371582,7.789737224578857,5.236750602722168,5.5527873039245605,4.470640182495117
68,5.465458393096924,5.229877948760986,6.007363319396973,5.731409072875977,1.8064392805099487,5.076081275939941,4.749902248382568,4.843120098114014,5.298006057739258,7.309943675994873,5.241468906402588,5.101186275482178,5.396442890167236
69,5.909402370452881,5.473536491394043,6.408538818359375,5.650169372558594,5.787696361541748,6.486886978149414,5.945801734924316,5.227286815643311,5.097600936889648,5.073175430297852,4.861169338226318,5.861124038696289,5.427541255950928
70,5.791354656219482,6.508427619934082,3.8435235023498535,6.47025728225708,5.707548141479492,7.632749080657959,6.859847068786621,6.065375328063965,6.09637451171875,7.978414535522461,5.197091102600098,4.642446041107178,5.503211975097656
71,5.805180549621582,5.130552768707275,4.548441410064697,6.210517883300781,5.367944240570068,3.9631152153015137,4.977492809295654,5.732695579528809,5.959261417388916,7.276486873626709,4.988574504852295,5.318973064422607,4.468218803405762
72,4.5284104347229,5.021412372589111,4.184553623199463,5.882453441619873,1.8943628072738647,4.313271522521973,4.894092082977295,5.143965721130371,5.676901817321777,5.29446268081665,5.078130722045898,5.139644622802734,5.18558931350708
73,5.847026348114014,4.17090368270874,5.992398738861084,5.216383934020996,1.9412392377853396,4.58021354675293,5.256517887115479,5.497099876403809,5.770963668823242,7.71484375,5.143347263336182,4.813568115234375,5.390801906585693
74,3.7244694232940674,6.008955001831055,5.015145301818848,5.551737308502197,2.213706970214844,5.282707214355469,4.475081920623779,5.738177299499512,5.699779510498047,7.424002647399902,5.224193096160889,5.95237922668457,5.634478092193604
75,5.42728853225708,4.204982280731201,4.609395503997803,5.887691497802734,2.625043630599976,5.196339130401611,4.854483604431152,4.809972286224365,5.567836761474609,5.589648246765137,5.45860481262207,5.546303749084473,4.684337139129639
76,3.808625459671021,4.172271728515625,6.025245189666748,6.417995452880859,2.156200408935547,7.242442607879639,6.76452112197876,5.294261932373047,6.112255573272705,8.157010078430176,5.967411994934082,5.75397253036499,5.602794647216797
77,5.121078968048096,4.186187267303467,4.063381195068359,6.302750587463379,5.443887233734131,5.611749172210693,4.944844722747803,5.630401611328125,5.942869663238525,7.535934925079346,5.224102020263672,4.7171125411987305,4.852838516235352
78,3.858219623565674,4.156088352203369,4.626086711883545,5.930944919586182,5.597759246826172,6.932406902313232,6.61055326461792,5.215539455413818,5.969718933105469,6.255069255828857,5.891017913818359,5.587634086608887,5.581173419952393
79,3.727626800537109,6.723914623260498,5.971821308135986,6.803301334381104,2.1735620498657227,5.423378944396973,4.563905715942383,6.460148811340332,6.243809223175049,4.812319278717041,5.670177459716797,6.643232345581055,5.9026312828063965
80,5.894128799438477,5.03297233581543,6.359255313873291,5.048344135284424,2.041743755340576,4.311027050018311,5.089498043060303,5.29957389831543,5.273863315582275,5.126842975616455,5.253196716308594,6.036647319793701,5.4072771072387695
81,5.168089389801025,4.097475051879883,4.738083839416504,5.92235803604126,5.249316215515137,5.1383233070373535,4.431123733520508,5.588058471679688,5.878551006317139,7.334853172302246,5.261707782745361,5.541432857513428,4.52368688583374
82,5.904451847076416,5.769182205200195,4.696850299835205,4.823879241943359,5.727783679962158,6.077179908752441,5.540137767791748,5.70606803894043,5.532410144805908,5.203817844390869,5.678569316864014,5.487232685089111,4.3761420249938965
83,5.075393199920654,6.445424556732178,6.454787254333496,6.536040306091309,4.9015793800354,4.821788311004639,3.950912952423096,5.879345417022705,6.042532920837402,7.179432392120361,5.175995826721191,6.364803791046143,5.93247127532959
84,4.098197937011719,5.798776626586914,5.6239447593688965,5.720683574676514,1.895457983016968,4.750450134277344,4.273987293243408,5.4761643409729,5.420907020568848,4.870192050933838,5.3629679679870605,5.512203216552734,5.548117637634277
85,6.351230144500732,6.526603221893311,7.105541706085205,6.905886173248291,1.893263339996338,3.81841492652893,4.982966423034668,5.532324314117432,6.387294769287109,5.368585109710693,5.784358501434326,7.367510318756103,6.291447162628174
86,6.849578857421875,5.184517860412598,5.479054927825928,6.430743217468262,2.4588747024536133,4.374997615814209,5.2870683670043945,5.779410362243652,5.877424240112305,5.402123928070068,5.332662105560303,5.454739093780518,4.152404308319092
87,4.096127033233643,5.953245162963867,4.78422212600708,5.5802741050720215,5.238745212554932,4.159611225128174,4.383962154388428,5.635195255279541,5.742480754852295,5.472236633300781,4.863551616668701,4.93787145614624,5.496954441070557
88,3.728371381759644,4.478529453277588,5.153957366943359,6.22296667098999,3.768261671066284,6.995357513427734,6.569522380828857,5.117288589477539,6.034572124481201,6.247410297393799,5.808062553405762,5.353774070739746,5.642158031463623
89,4.470522403717041,4.399294853210449,6.020051956176758,5.3122968673706055,3.697586297988892,4.418660640716553,5.100358963012695,5.380251884460449,5.405994892120361,4.954042434692383,4.990312576293945,5.808455467224121,4.539729118347168
90,3.786684989929199,4.832275390625,4.898463726043701,5.967018127441406,5.4691572189331055,4.576488971710205,4.967837810516357,5.2604265213012695,5.560996055603027,7.50966739654541,5.474143981933594,5.560803890228272,5.446404457092285
91,4.081962585449219,6.165113925933838,4.666009902954102,6.321020603179932,5.397693157196045,4.508846282958984,4.535510063171387,5.260051250457764,5.899391174316406,7.509303569793701,4.841768741607666,4.521153450012207,5.45068359375
92,4.762213706970215,4.70991849899292,4.313742637634277,6.514005184173584,1.8676732778549197,4.142496109008789,5.136071681976318,5.97714900970459,6.119912147521973,5.979384422302246,5.572013854980469,5.282341003417969,4.786281585693359
93,5.143677711486816,4.339475154876709,5.236588001251221,6.161417007446289,5.597896575927734,3.9871559143066406,5.010427951812744,5.631441593170166,5.834495544433594,7.437880516052246,5.613288879394531,5.881497859954834,4.606175899505615
94,5.694072246551514,6.133814334869385,4.615987300872803,6.168385982513428,2.0505261421203613,4.017833232879639,4.839486122131348,4.945175647735596,5.907817363739014,5.837466239929199,5.617880344390869,5.0019378662109375,5.448984146118164
95,5.569729328155518,4.584021091461182,6.243238925933838,4.967664241790772,2.2835559844970703,5.304216384887695,5.502353191375732,4.858355522155762,5.313263893127441,5.328341960906982,4.928449630737305,5.668693542480469,4.525542736053467
96,3.788387298583984,6.463272571563721,5.5177435874938965,6.595051288604736,5.5673346519470215,4.598535537719727,5.365974426269531,6.356646537780762,6.224036693572998,6.342473030090332,5.989168643951416,4.7269287109375,4.746583938598633
97,4.4722580909729,5.114863395690918,5.396151065826416,5.663141250610352,5.443495750427246,5.210506439208984,4.678391456604004,4.9017510414123535,5.275353908538818,4.774731159210205,4.762261390686035,5.003898620605469,5.428731441497803
98,4.703857898712158,4.996525287628174,5.025149822235107,4.98667573928833,2.4121172428131104,5.254591941833496,4.561776638031006,4.946125030517578,5.38848876953125,7.343323230743408,4.859120845794678,5.643271446228027,4.465826511383057
99,4.316067218780518,5.8995361328125,5.775418758392334,4.928976058959961,2.5044517517089844,5.036896705627441,4.336770057678223,5.846222400665283,5.598352909088135,5.519062519073486,5.637336254119873,5.334986686706543,4.7122721672058105
100,4.033085823059082,5.65837287902832,5.962646484375,5.657662868499756,4.278047561645508,5.04075288772583,4.91111421585083,4.845234394073486,5.411741256713867,5.641843318939209,5.191307067871094,5.69864559173584,4.58260440826416
101,5.055220127105713,4.412162780761719,5.744296550750732,5.791740417480469,5.67209529876709,6.085699558258057,5.968747615814209,5.32794713973999,5.350471019744873,7.473081111907959,5.378655910491943,4.457281589508057,4.89958381652832
102,4.907496929168701,4.704751968383789,4.288097858428955,5.937844276428223,5.494296550750732,4.615201950073242,5.237546920776367,5.060665130615234,5.454193592071533,5.559998035430908,5.014458656311035,5.1603546142578125,4.321173667907715
103,4.916298866271973,6.377434730529785,3.861647844314575,6.383059024810791,5.341269493103027,5.686931133270264,5.057974338531494,6.234428405761719,6.106884479522705,7.844186782836914,5.89720344543457,4.970556735992432,5.52060604095459
104,5.158628463745117,5.502949237823486,5.701315879821777,5.912553787231445,4.967542171478272,3.866597890853882,4.135025024414063,5.986878395080566,5.980845928192139,7.123626708984375,5.58851957321167,6.0373053550720215,5.8715667724609375
105,4.802148818969727,4.330720901489258,4.396409034729004,5.879358768463135,5.368127822875977,5.338217735290527,4.66876220703125,4.892885684967041,5.378981113433838,5.142445087432861,4.773851871490479,5.132817268371582,5.322577476501465
106,4.613417148590088,4.373932838439941,5.722264766693115,4.892271995544434,3.798540353775024,5.997874736785889,5.424940586090088,5.258536338806152,5.670160293579102,7.575159549713135,5.337752342224121,4.692935466766357,5.410284519195557
107,4.668123245239258,5.888238906860352,4.48575496673584,5.836918830871582,2.059765338897705,4.998200416564941,4.2567667961120605,5.080246925354004,5.634112358093262,7.0532732009887695,5.038467884063721,4.809791088104248,5.053093910217285
108,5.729280948638916,5.476287841796875,6.23392915725708,5.5872063636779785,3.022134065628052,5.441208362579346,4.802149772644043,5.426651477813721,5.1738152503967285,7.248427391052246,4.839317321777344,5.4186530113220215,4.436059951782227
109,5.290669918060303,4.022796154022217,5.575185298919678,5.584018230438232,5.612283706665039,4.911389350891113,5.414863109588623,4.995716571807861,5.371796131134033,6.640830993652344,5.271357536315918,5.168564319610596,5.483759880065918
110,5.620189189910889,4.206385612487793,4.013694286346436,6.043658256530762,2.2797086238861084,7.220981121063232,6.694394588470459,5.523043155670166,5.66209602355957,7.519245624542236,5.647872924804688,5.093865394592285,5.319594383239746
111,5.645575046539307,6.266800880432129,4.981578350067139,5.664093971252441,2.6602232456207275,3.8116331100463863,4.6597185134887695,5.680289268493652,5.973916053771973,7.404519081115723,5.653552055358887,4.944972515106201,5.714542865753174
112,4.195310115814209,5.30781364440918,4.813328742980957,5.682437419891357,5.553337097167969,6.86305046081543,6.224489688873291,5.556777000427246,5.511932373046875,7.572812557220459,5.530946731567383,5.453011512756348,4.140453338623047
113,4.742549896240234,6.48699951171875,6.664533615112305,6.565987586975098,4.897328853607178,4.830458641052246,3.9565861225128174,5.968825340270996,6.072268962860107,6.925679683685303,5.12975025177002,7.0306010246276855,6.022170066833496
114,5.359449863433838,5.824941158294678,4.566592216491699,5.988992691040039,2.171967029571533,3.815255641937256,4.55690860748291,5.58425760269165,6.020347595214844,5.785991191864014,5.633687496185303,5.374818801879883,5.815415382385254
115,4.233831405639648,4.199690341949463,5.273865222930908,5.527332782745361,1.949958562850952,5.094605445861816,4.397753715515137,5.044366359710693,5.7486491203308105,7.166435241699219,5.49281120300293,6.174264907836914,5.728365898132324
116,6.042614459991455,6.339552879333496,4.961252212524414,6.061741828918457,3.0340983867645264,3.721018075942993,4.971028804779053,6.1284003257751465,6.190062046051025,7.434755802154541,5.801159381866455,5.864423751831055,6.013455867767334
117,5.479312419891357,3.9554905891418457,6.383959770202637,5.87429141998291,5.252535343170166,5.255712032318115,4.56742000579834,5.388412952423096,5.606517314910889,7.349263668060303,5.10959529876709,5.930854320526123,5.259566307067871
118,5.058100700378418,5.774044036865234,4.586391925811768,5.578293323516846,5.144877910614014,4.26485538482666,4.246398448944092,4.941940307617188,5.494592666625977,7.1207146644592285,4.911623477935791,5.593939304351807,5.57728385925293
119,3.962941884994507,4.112522602081299,5.3032708168029785,5.439176082611084,3.788871288299561,5.263002872467041,5.697843074798584,5.013818740844727,5.803979396820068,6.005463600158691,5.747857093811035,6.167215824127197,5.705434322357178
120,6.376014709472656,6.526675701141357,5.621170520782471,6.055512428283691,2.656043529510498,3.717090606689453,4.946269035339356,5.999734878540039,6.20585298538208,5.371146202087402,5.764069080352783,5.989230632781982,5.935259819030762
121,4.239254474639893,4.234015941619873,5.490855693817139,5.73520565032959,2.1392645835876465,5.122607707977295,4.996569633483887,4.78140926361084,5.4395294189453125,5.570527076721191,5.092272758483887,5.352879524230957,5.223803520202637
122,6.236365795135498,5.00108814239502,6.307534217834473,5.729959011077881,5.410891056060791,4.035253524780273,4.993117332458496,5.389898777008057,5.357866287231445,5.915676116943359,5.166863441467285,5.9212260246276855,4.747557163238525
123,4.538226127624512,4.69615364074707,4.094334602355957,5.995516300201416,5.170372009277344,4.643681526184082,4.337979793548584,5.673089504241943,5.660676002502441,7.137072563171387,5.501818656921387,5.178438663482666,5.407735347747803
124,3.728559255599976,5.145946025848389,4.857710361480713,5.790128231048584,5.4473419189453125,6.728346824645996,6.157440185546875,5.159739971160889,5.518735408782959,6.234559059143066,5.5299506187438965,5.604667663574219,5.451725482940674
125,5.052676677703857,5.73390007019043,4.065041542053223,6.331191062927246,1.8561370372772217,4.768402099609375,4.597282409667969,5.634617328643799,5.874026775360107,5.402242183685303,4.921910762786865,5.082621574401856,5.3685150146484375
